gene,chr
ESRG,3
RP11-674P14.1,3
LRTM1,3
RP11-889D3.1,3
RP11-889D3.2,3
RP11-64C1.1,3
RP11-875H7.1,3
RP11-875H7.2,3
WNT5A,3
RP11-875H7.4,3
RP11-875H7.5,3
ERC2,3
RP11-58O15.1,3
ERC2-IT1,3
MIR3938,3
RN7SKP45,3
RNA5SP133,3
CCDC66,3
FAM208A,3
ARHGEF3,3
RP11-51O17.1,3
SPATA12,3
RP11-157F20.3,3
IL17RD,3
RP11-157F20.1,3
HESX1,3
APPL1,3
ASB14,3
DNAH12,3
RNU6-1181P,3
RP11-229A12.4,3
RP11-229A12.2,3
RNU6-108P,3
RNU6-483P,3
PDE12,3
ARF4,3
ARF4-AS1,3
RNU6ATAC26P,3
DENND6A,3
DENND6A-AS1,3
RP11-755B10.3,3
SLMAP,3
PDHA1P1,3
PPIAP16,3
FLNB,3
RP11-456N14.2,3
RP11-456N14.4,3
RP11-456N14.6,3
DNASE1L3,3
ABHD6,3
RPP14,3
RP11-80H18.3,3
RP11-80H18.4,3
PXK,3
RP11-802O23.4,3
PDHB,3
RP11-802O23.3,3
RP11-359I18.5,3
KCTD6,3
ACOX2,3
RP11-359I18.1,3
FAM107A,3
RP11-475O23.2,3
RP11-475O23.3,3
FAM3D,3
C3orf67,3
RP11-147N17.1,3
CTD-2185K10.1,3
RP11-285B24.1,3
RP11-719N22.2,3
RP11-719N22.1,3
FHIT,3
RP11-641C17.4,3
MIR548BB,3
RP11-641C17.2,3
RP11-641C17.3,3
RP11-641C17.1,3
PTPRG,3
RPL10AP6,3
RNU2-10P,3
RP11-154D3.1,3
RP11-204J18.3,3
C3orf14,3
FEZF2,3
CADPS,3
RP11-1036F1.1,3
RN7SL863P,3
RNU6-139P,3
RP11-24H1.1,3
RP11-129K20.2,3
RP11-129K20.1,3
RP11-601G18.1,3
SYNPR,3
RP11-585O21.1,3
RNA5SP134,3
SNTN,3
AC136289.1,3
C3orf49,3
THOC7,3
RP11-50F24.3,3
RP11-245J9.8,3
RP11-245J9.9,3
ATXN7,3
SCAANT1,3
RP11-245J9.2,3
RP11-245J9.5,3
PSMD6,3
RP11-245J9.4,3
RP11-245J9.6,3
RP11-129B22.1,3
RP11-129B22.2,3
PRICKLE2,3
RP11-129B22.5,3
RP11-129B22.4,3
RP11-129B22.6,3
RP11-129B22.7,3
RP11-14D22.1,3
RNU6-739P,3
ADAMTS9,3
RP11-14D22.5,3
CTD-2230D16.1,3
RP11-543A18.1,3
MAGI1,3
RP11-88H12.2,3
RP11-714G12.1,3
RP11-175F9.1,3
MAGI1-IT1,3
MAGI1-AS1,3
RP11-320P11.1,3
SLC25A26,3
RNU6-787P,3
RN7SL482P,3
LRIG1,3
RP11-814M22.2,3
RP11-814M22.1,3
KBTBD8,3
MIR4272,3
RP11-85I21.1,3
SUCLG2,3
RP11-223D18.1,3
RP11-81N13.1,3
FAM19A1,3
RP11-89A12.1,3
RP11-1008M1.1,3
RP11-436J20.1,3
RP11-436J20.2,3
FAM19A4,3
RNA5SP135,3
EOGT,3
CTD-2013N24.2,3
TMF1,3
MIR3136,3
UBA3,3
ARL6IP5,3
LMOD3,3
FRMD4B,3
RP11-185E15.1,3
RP11-62G11.1,3
RP11-62G11.2,3
RP11-444P10.1,3
MITF,3
RN7SL418P,3
SAMMSON,3
RP11-963H1.1,3
RP11-231I13.1,3
RP11-231I13.2,3
RP11-430J3.1,3
RP11-430J3.2,3
RNU6-281P,3
FOXP1,3
RP11-298C2.1,3
RP11-905F6.1,3
MIR1284,3
RP11-154H23.5,3
RP11-154H23.1,3
RP11-154H23.4,3
RP11-154H23.3,3
EIF4E3,3
GPR27,3
PROK2,3
RN7SL271P,3
RP11-648C16.1,3
RP11-398A8.3,3
RP11-398A8.4,3
RP11-398A8.5,3
RP11-398A8.2,3
RP11-398A8.1,3
RP11-433A10.1,3
RP11-433A10.3,3
RP11-433A10.2,3
RP11-447M4.1,3
RYBP,3
RP11-654C22.2,3
RNU1-62P,3
RP11-654C22.1,3
RNA5SP136,3
SHQ1,3
RP11-624D20.1,3
PSMD12P,3
RP11-728B21.3,3
GXYLT2,3
FTHL23,3
PPP4R2,3
RNU7-19P,3
EBLN2,3
RNU6-557P,3
RNU2-64P,3
RP11-24E1.1,3
RNU6-1270P,3
PDZRN3,3
RNU7-119P,3
CTD-2006M22.1,3
CTD-2006M22.2,3
RP11-451J24.1,3
RP11-20B7.1,3
RP11-508O18.1,3
RP11-781E19.1,3
RP11-345M4.1,3
CNTN3,3
RP11-705F7.1,3
RN7SL294P,3
MIR4444-2,3
RP11-642N14.1,3
RP11-642N14.2,3
OR7E66P,3
OR7E22P,3
OR7E55P,3
RP11-803B1.2,3
LSP1P2,3
RP11-803B1.3,3
ALG1L6P,3
FAM86DP,3
RP11-803B1.8,3
ENPP7P2,3
CTD-2026G6.2,3
RP11-413E6.12,3
RPS3AP15,3
RP11-413E6.2,3
OR7E121P,3
UNC93B3,3
RPL23AP49,3
RP11-413E6.11,3
CLUHP10,3
MIR1324,3
AGGF1P3,3
RARRES2P1,3
FRG2C,3
DUX4L26,3
LINC00960,3
ZNF717,3
MIR4273,3
ROBO2,3
RP11-550F7.1,3
RNU6-386P,3
RP11-88K11.1,3
RNU6-217P,3
RP11-354H21.1,3
RP11-354H21.2,3
RN7SL647P,3
RN7SKP61,3
RP11-314M24.1,3
RP11-347G18.1,3
ROBO1,3
RP11-588D3.1,3
RN7SL751P,3
MIR3923,3
RP11-297L21.1,3
RP11-450I19.1,3
RP11-450I19.2,3
RP11-481N16.1,3
RP11-47P18.1,3
RP11-47P18.2,3
RP11-6B4.1,3
RP11-520D19.1,3
RP11-520D19.2,3
RP11-564P9.1,3
GBE1,3
RNU2-28P,3
RP11-142L1.2,3
RP11-142L1.3,3
RP11-142L1.1,3
RP11-359D24.1,3
RP11-260O18.1,3
RP11-26G10.1,3
RP11-657G2.1,3
RP11-171G7.1,3
RP11-735B13.1,3
RP11-651J20.1,3
RP11-735B13.2,3
CADM2,3
MIR5688,3
RP11-341J3.1,3
RP11-447J13.3,3
RP11-447J13.2,3
RF00342,3
RNU6-1129P,3
RP11-789F5.1,3
RN7SKP284,3
RP11-331K15.1,3
RP11-43A1.1,3
VGLL3,3
RP11-81P15.2,3
LINC00506,3
MIR4795,3
CHMP2B,3
POU1F1,3
KRT8P25,3
RP11-312H1.1,3
RP11-288B15.1,3
RP11-451B8.1,3
RNU6-873P,3
RNU6ATAC6P,3
HTR1F,3
CGGBP1,3
ZNF654,3
RP11-159G9.4,3
C3orf38,3
RP11-356O23.1,3
RP11-249L12.1,3
CTD-2053J20.1,3
RP11-695J20.1,3
RP11-695J20.2,3
EPHA3,3
RP11-91A15.2,3
RP11-91A15.1,3
RNU6-712P,3
PROSP,3
RP11-557B13.1,3
RF01699,18
ABBA01000934.1,3
RNU6-488P,3
PROS1,3
RNU6-511P,3
ARL13B,3
RP11-778P17.2,3
STX19,3
DHFRL1,3
NSUN3,3
RP13-503K1.1,3
RP11-668N23.1,3
RP11-118N24.2,3
RP11-118N24.1,3
RP11-118N24.3,3
RP11-184F3.1,3
RP11-219E24.1,3
RP11-598F17.2,3
RP11-598F17.1,3
MIR8060,3
RP11-124D9.1,3
RNU6-1094P,3
MTRNR2L12,3
RP11-215L17.1,3
RP11-346M10.1,3
RP11-346M10.2,3
EPHA6,3
RP11-529P9.1,3
RP11-389G6.3,3
ARL6,3
RP11-389G6.5,3
CRYBG3,3
RP11-389G6.4,3
RIOX2,3
GABRR3,3
OR5BM1P,3
OR5AC1,3
OR5AC2,3
RP11-343D2.11,3
OR5AC4P,3
POU5F1P7,3
OR5H1,3
OR5H14,3
OR5H15,3
OR5H5P,3
OR5H3P,3
OR5H4P,3
RP11-325B23.2,3
OR5H7P,3
OR5H6,3
OR5H2,3
OR5H8P,3
OR5K4,3
OR5K3,3
RP11-892D12.1,3
OR5K1,3
OR5K2,3
CLDND1,3
CPOX,3
RP11-227H4.5,3
RP11-227H4.4,3
GPR15,3
RP11-227H4.1,3
RP11-569H14.1,3
RP11-319J24.1,3
ST3GAL6,3
RP11-319J24.3,3
DCBLD2,3
RNU6-26P,3
CTD-2021J15.1,3
RNU6-1263P,3
CTD-2021J15.2,3
RP11-735O9.1,3
RP11-121C1.1,3
RP11-779P15.1,3
RP11-779P15.2,3
RP11-201E8.1,3
COL8A1,3
RP11-383I23.2,3
CMSS1,3
FILIP1L,3
MIR3921,3
TMEM30CP,3
DUSP12P1,3
RP11-15N24.3,3
TBC1D23,3
NIT2,3
TOMM70,3
LNP1,3
TMEM45A,3
ADGRG7,3
RP11-398O21.2,3
TFG,3
ABI3BP,3
RP11-301G23.1,3
RNU6-865P,3
RP11-663C11.1,3
IMPG2,3
SENP7,3
RP11-138E24.1,3
RP11-144C15.1,3
RP11-144C15.2,3
FAM172B,3
TRMT10C,3
PCNP,3
RP11-234A1.1,3
RP11-454H13.1,3
RNU6-1256P,3
ZBTB11,3
RNY1P12,3
RP11-454H13.5,3
RPL24,3
RP11-454H13.6,3
CEP97,3
NXPE3,3
RP11-49I4.3,3
NFKBIZ,3
RP11-221J22.1,3
RP11-221J22.2,3
ZPLD1,3
RP11-280H21.1,3
RNU6-461P,3
RNU1-43P,3
RP11-238M12.1,3
MIR548AB,3
RP11-628J14.1,3
RP11-628J14.2,3
RP11-40M23.1,3
RP11-281P11.1,3
ALCAM,3
CBLB,3
RP11-93B21.1,3
RP11-280F2.2,3
RP11-280F2.1,3
RP11-52L11.10,3
RP11-52L11.9,3
RP11-52L11.8,3
RP11-52L11.7,3
RP11-52L11.6,3
RP11-52L11.1,3
RP11-52L11.5,3
RP11-52L11.4,3
RP11-52L11.2,3
RP11-52L11.3,3
RNU6-1308P,3
RP11-561O4.1,3
RP11-446H18.3,3
RP11-446H18.5,3
RP11-446H18.1,3
RP11-446H18.6,3
CCDC54,3
RP11-115H18.1,3
BBX,3
RP11-631B21.1,3
LINC00636,3
RP11-861A13.5,3
RP11-861A13.3,3
CD47,3
RP11-861A13.4,3
IFT57,3
HHLA2,3
RP11-558M24.1,3
MYH15,3
RP11-381E24.1,3
KIAA1524,3
RP11-381E24.4,3
DZIP3,3
RP11-148O7.2,3
RETNLB,3
TRAT1,3
GUCA1C,3
MORC1,3
RP11-715D1.1,3
RP11-59E19.1,3
RP11-59E19.4,3
C3orf66,3
RNU6-1236P,3
RP11-59E19.3,3
DPPA2,3
DPPA4,3
RP11-397K18.1,3
RP11-702L6.1,3
RP11-702L6.2,3
RP11-702L6.4,3
RP11-702L6.3,3
MIR4445,3
RP11-457K10.1,3
RP11-424I3.1,3
RP11-457K10.2,3
RP11-696F10.1,3
RP11-119D18.1,3
RNU6ATAC15P,3
RP11-179A18.1,3
RP11-553A10.1,3
RP11-553A10.2,3
NECTIN3,3
CD96,3
RP11-615J4.3,3
RP11-615J4.2,3
RP11-615J4.4,3
ZBED2,3
RP11-402J7.2,3
PLCXD2,3
RP11-402J7.3,3
PHLDB2,3
ABHD10,3
TAGLN3,3
RP11-307B9.2,3
TMPRSS7,3
C3orf52,3
MIR567,3
GCSAM,3
RP11-757F18.5,3
SLC9C1,3
RP11-757F18.3,3
RP11-90K6.1,3
RP11-231E6.3,3
CD200,3
RP11-231E6.1,3
BTLA,3
OR7E100P,3
RP11-147G7.3,3
ATG3,3
SLC35A5,3
CCDC80,3
RP11-572C15.3,3
RP11-572C15.5,3
RP11-180K7.1,3
CD200R1L,3
CD200R1,3
RP11-484K9.4,3
GTPBP8,3
C3orf17,3
RP11-572M11.4,3
RP11-572M11.2,3
RP11-572M11.1,3
RP11-572M11.3,3
BOC,3
CFAP44,3
RP11-553D4.2,3
RP11-24O5.2,3
MIR8076,3
SPICE1,3
SIDT1,3
AC055740.2,3
MIR4446,3
RN7SL767P,3
USF3,3
NAA50,3
RP11-271C24.3,3
RP11-271C24.2,3
ATP6V1A,3
GRAMD1C,3
RP11-435F17.1,3
RP11-435F17.3,3
RP11-255E6.1,3
RP11-255E6.6,3
ZDHHC23,3
CCDC191,3
RP11-255E6.5,3
QTRT2,3
RP11-274J15.2,3
DRD3,3
RP11-553L6.2,3
RP11-553L6.3,3
ZNF80,3
TIGIT,3
RP11-553L6.5,3
ZBTB20,3
MIR568,3
RP11-364F11.1,3
RP11-197K3.1,3
RP11-138N21.1,3
MIR4796,3
RP11-321G3.1,3
RP11-585F20.1,3
RP11-58D2.1,3
RP11-190P13.2,3
RP11-190P13.1,3
GAP43,3
RP11-326J18.1,3
LSAMP,3
RN7SL815P,3
LSAMP-AS1,3
RP11-63L4.1,3
RN7SL582P,3
BZW1L1,3
RP11-115O13.1,3
RF01879,3
MIR4447,3
RF01884,3
RP11-263A24.1,3
RNU5E-8P,3
RP11-324H4.1,3
RNU6-1200P,3
RP11-384F7.2,3
RP11-768G7.1,3
RP11-768G7.2,3
RP11-768G7.3,3
RP11-384F7.1,3
IGSF11,3
RP4-635B5.1,3
C3orf30,3
RP11-484M3.5,3
UPK1B,3
B4GALT4,3
RP11-484M3.4,3
ARHGAP31,3
RP11-305I9.1,3
RP11-305I9.3,3
RNU6-1127P,3
TMEM39A,3
POGLUT1,3
RP11-190C22.8,3
TIMMDC1,3
CD80,3
RP11-190C22.9,3
ADPRH,3
PLA1A,3
RP11-190C22.1,3
POPDC2,3
COX17,3
MAATS1,3
RP11-169N13.4,3
NR1I2,3
RP11-169N13.1,3
GSK3B,3
RP11-767L7.1,3
RP11-767L7.2,3
RP11-18H7.1,3
RN7SL762P,3
RN7SL397P,3
GPR156,3
RP11-174O3.1,3
LRRC58,3
RP11-174O3.3,3
RP11-174O3.6,3
RP11-174O3.4,3
FSTL1,3
MIR198,3
RP11-359H3.4,3
RP11-359H3.1,3
NDUFB4,3
HGD,3
RABL3,3
RP11-567P17.1,3
RP11-567P17.2,3
GTF2E1,3
RP11-567P17.4,3
RP11-500K19.1,3
STXBP5L,3
RP11-500K19.2,3
MIR5682,3
RP11-678L1.1,3
RP11-10G15.4,3
POLQ,3
RPL7AP11,3
ARGFX,3
FBXO40,3
HCLS1,3
RN7SL172P,3
RNU4-62P,3
GOLGB1,3
IQCB1,3
EAF2,3
SLC15A2,3
ILDR1,3
CD86,3
CASR,3
RP11-299J3.1,3
CSTA,3
CCDC58,3
FAM162A,3
WDR5B,3
RP11-299J3.8,3
RP11-299J3.6,3
KPNA1,3
RP11-592P9.3,3
PARP9,3
DTX3L,3
PARP15,3
RP11-757I12.4,3
PARP14,3
HSPBAP1,3
DIRC2,3
RP11-67L2.2,3
SEMA5B,3
PDIA5,3
MIR7110,3
SEC22A,3
RP11-797D24.3,3
ADCY5,3
RP11-797D24.4,3
HACD2,3
RP11-202D20.1,3
MYLK,3
RP11-9N20.1,3
RP11-9N20.3,3
RF00392,3
CCDC14,3
ROPN1,3
KALRN,3
MIR5002,3
RP11-521J5.1,3
MIR6083,3
RNU6-143P,3
RP11-71H17.7,3
UMPS,3
MIR544B,3
RP11-71H17.1,3
ITGB5,3
RP11-71H17.6,3
RP11-71H17.8,3
RP11-71H17.4,3
MUC13,3
HEG1,3
RNA5SP137,3
SLC12A8,3
RNU6-230P,3
MIR5092,3
ZNF148,3
RP11-775J23.1,3
RP11-775J23.2,3
RNU6-232P,3
SNX4,3
OSBPL11,3
GS1-388B5.2,3
GS1-388B5.1,3
OR7E130P,3
OR7E29P,3
OR7E93P,3
OR7E53P,3
OR7E97P,3
GS1-388B5.8,3
RP11-379B18.8,3
RP11-379B18.7,3
RP11-379B18.6,3
RP11-379B18.1,3
MIR548I1,3
RP11-379B18.2,3
RP11-379B18.3,3
RP11-379B18.5,3
RP11-379B18.4,3
RP11-666A20.4,3
RP11-666A20.1,3
ALG1L,3
RP11-666A20.3,3
ROPN1B,3
SLC41A3,3
RP11-158I23.1,3
RP11-124N2.1,3
ALDH1L1,3
RP11-124N2.2,3
RNU1-30P,3
RP11-124N2.3,3
RP11-71E19.1,3
RP11-71E19.2,3
KLF15,3
RP11-71E19.5,3
CFAP100,3
RP11-203H19.2,3
ZXDC,3
UROC1,3
CHST13,3
C3orf22,3
RNA5SP138,3
RP11-390G14.7,3
TXNRD3NB,3
TXNRD3,3
RP11-390G14.1,3
RP11-605F14.1,3
RP11-605F14.2,3
CHCHD6,3
RP11-605F14.3,3
RP11-61K12.2,3
PLXNA1,3
C3orf56,3
RP11-305F5.2,3
RNU6-1047P,3
RP11-88I21.1,3
RP11-88I21.2,3
LINC01471,3
RP11-59J16.2,3
RP11-59J16.3,3
RP11-153F10.2,3
TPRA1,3
MIR6825,3
MIR7976,3
MCM2,3
PODXL2,3
ABTB1,3
MGLL,3
KBTBD12,3
RNA5SP139,3
SEC61A1,3
RUVBL1,3
RNU2-37P,3
RP11-525K18.2,3
RNU6-823P,3
EEFSEC,3
DNAJB8,3
RP11-475N22.2,3
GATA2,3
RP11-475N22.4,3
RP11-475N22.5,3
C3orf27,3
RPN1,3
POU5F1P6,3
RF00399,3
RAB7A,3
RP11-689D3.4,3
RP11-722C17.1,3
RN7SL698P,3
RPS15AP16,3
RP11-221E20.5,3
RP11-221E20.4,3
RP11-221E20.3,3
RP11-723O4.9,3
RP11-723O4.2,3
RP11-723O4.3,3
ACAD9,3
KIAA1257,3
RP11-723O4.7,3
EFCC1,3
RP11-434H6.2,3
GP9,3
RAB43,3
ISY1-RAB43,3
RP11-434H6.6,3
ISY1,3
RP11-434H6.7,3
CNBP,3
RP11-309B5.1,3
COPG1,3
MIR6826,3
HMCES,3
H1FX,3
RP13-685P2.5,3
RP13-685P2.4,3
RP13-685P2.8,3
RP13-685P2.7,3
RP11-529F4.1,3
RPL32P3,3
SNORA7B,3
EFCAB12,3
MBD4,3
IFT122,3
RHO,3
H1FOO,3
PLXND1,3
RN7SL752P,3
RP11-263I1.1,3
TMCC1,3
RNY3P13,3
RP11-332M2.1,3
AL449209.1,3
RP11-93K22.6,3
TRH,3
RP11-93K22.1,3
RP11-93K22.15,3
RP11-93K22.7,3
OR7E129P,3
OR7E21P,3
RP11-77P16.3,3
ALG1L2,3
RP11-93K22.13,3
FAM86HP,3
RP11-77P16.4,3
RP11-93K22.9,3
RP11-93K22.14,3
COL6A4P2,3
RP11-77P16.1,3
COL6A5,3
COL6A6,3
PIK3R4,3
RN7SKP212,3
RP11-119P22.1,3
ATP2C1,3
RP11-39E3.6,3
RP11-39E3.3,3
RP11-39E3.4,3
RP11-39E3.5,3
ASTE1,3
NEK11,3
RP11-265F19.1,3
RNU6-726P,3
RP11-933H2.4,3
NUDT16P1,3
NUDT16,3
RP11-517B11.7,3
MRPL3,3
SNORA58,3
RP11-517B11.4,3
RP11-517B11.2,3
CPNE4,3
RP11-517B11.6,3
MIR5704,3
RP11-64K7.1,3
RP11-250B16.1,3
ACPP,3
RP11-65E22.2,3
RP11-65E22.3,3
DNAJC13,3
ACAD11,3
NPHP3-ACAD11,3
ACKR4,3
RP11-333H9.6,3
UBA5,3
NPHP3,3
NPHP3-AS1,3
RP11-469L4.1,3
TMEM108,3
RP11-402L6.1,3
BFSP2,3
RP11-503I22.2,3
RP11-91K8.1,3
RP11-91K8.4,3
RP11-91K8.5,3
RP11-91K8.2,3
RF00438,21
CDV3,3
TOPBP1,3
RP11-404G16.1,3
RNU6-678P,3
RNA5SP140,3
TF,3
RP11-404G16.2,3
SRPRB,3
RAB6B,3
C3orf36,3
SLCO2A1,3
RP11-202A13.1,3
RYK,3
RP11-627C21.1,3
RP11-200A1.1,3
RP11-375I20.6,3
RPL39P5,3
AMOTL2,3
MIR6827,3
RP11-375I20.2,3
RP11-375I20.3,3
MIR4788,3
ANAPC13,3
CEP63,3
RP11-445J14.1,3
EPHB1,3
KY,3
RNU6-1174P,3
RNA5SP141,3
RP11-657O9.1,3
RP11-237P21.1,3
RP11-305O4.1,3
PPP2R3A,3
RP11-305O4.2,3
RP11-305O4.3,3
MSL2,3
RP11-463H24.4,3
RP11-463H24.1,3
PCCB,3
STAG1,3
RNU6-1284P,3
RP11-642L11.1,3
RNU6-789P,3
RP11-102M11.1,3
RP11-102M11.2,3
RP11-731C17.1,3
SLC35G2,3
RP11-731C17.2,3
RP11-85F14.5,3
NCK1,3
RP11-85F14.1,3
IL20RB,3
RP11-85F14.6,3
RNA5SP142,3
RP11-575C1.1,3
RP11-2A4.1,3
SOX14,3
RP11-2A4.3,3
RP11-2A4.4,3
RP11-598P12.1,3
CLDN18,3
RP11-461M2.2,3
DZIP1L,3
RP11-468F18.2,3
A4GNT,3
DBR1,3
ARMC8,3
NME9,3
MRAS,3
ESYT3,3
RP11-80P20.3,3
CEP70,3
FAIM,3
RP11-79L9.2,3
PIK3CB,3
RP11-27H1.1,3
RP11-117F22.1,3
RP11-117F22.2,3
RP11-548O1.1,3
RP11-548O1.3,3
FOXL2,3
FOXL2NB,3
RP11-771O11.3,3
MRPS22,3
PRR23B,3
PRR23C,3
RP11-306L14.1,3
BPESC1,3
PISRT1,3
RF01873,3
RP11-219D15.3,3
COPB2,3
RP11-319G6.1,3
RBP2,3
RP11-319G6.3,3
ACTG1P1,3
RBP1,3
NMNAT3,3
RP11-553K23.2,3
RN7SKP124,3
RN7SL724P,3
RP11-442N1.2,3
RP11-442N1.1,3
RP11-166D18.1,3
RP11-166D18.2,3
CLSTN2,3
RP11-68L1.2,3
RP11-68L1.1,3
RP11-13L2.2,3
RP11-13L2.1,3
TRIM42,3
RP11-691G17.1,3
RP11-4H14.1,3
SLC25A36,3
RP11-231L11.3,3
SPSB4,3
RP11-231L11.1,3
PXYLP1,3
RP11-764I5.1,3
RP11-438D8.2,3
RP11-789L4.1,3
ZBTB38,3
RP11-438D8.3,3
RASA2,3
RP11-438D8.4,3
RP11-316C10.1,3
RP11-340E6.1,3
RP11-340E6.2,3
RP11-144C9.1,3
RNF7,3
GRK7,3
RP11-271K21.2,3
ATP1B3,3
RNU6-509P,3
RP11-271K21.7,3
RP11-271K21.12,3
TFDP2,3
RP11-343B5.1,3
RNU6-425P,3
GK5,3
XRN1,3
RNU6-1294P,3
RNU1-100P,3
ATR,3
RP11-383G6.4,3
RP11-383G6.3,3
RP11-427D1.1,3
RNA5SP143,3
PLS1,3
RP11-190C21.4,3
RN7SKP25,3
TRPC1,3
RNU7-47P,3
PCOLCE2,3
RP11-372E1.1,3
RP11-372E1.4,3
PAQR9,3
RP11-372E1.7,3
RP11-372E1.6,3
U2SURP,3
RP11-91G21.1,3
RP11-80H8.3,3
CHST2,3
RP11-80H8.4,3
PBX2P1,3
SLC9A9,3
RP13-635I23.3,3
RP13-635I23.2,3
RP13-635I23.4,3
RP11-16P13.1,3
RP11-501M7.2,3
RP11-501M7.1,3
RP11-8J23.1,3
C3orf58,3
RNA5SP144,3
RP11-42F12.1,3
RP11-622L21.1,3
RP11-384L1.1,3
RP11-88H10.1,3
RP11-88H10.2,3
RP11-88H10.3,3
RP11-274H2.5,3
RP11-274H2.2,3
RP11-274H2.3,3
PLOD2,3
PLSCR4,3
RP11-758I14.2,3
RP11-758I14.3,3
PLSCR2,3
RP11-329N15.3,3
PLSCR1,3
RNU6-428P,3
PLSCR5,3
RP11-21M4.2,3
RP11-649A16.1,3
RP11-232M24.1,3
RNU6-505P,3
RP11-635I10.1,3
ZIC4,3
RP11-649A16.5,3
ZIC1,3
RP11-321C3.1,3
RP11-78O22.1,3
RP11-71N10.1,3
RP11-639B1.1,3
RP11-501O2.1,3
RP11-501O2.3,3
RP11-501O2.2,3
RP11-501O2.4,3
RP11-501O2.5,3
RP11-505J9.1,3
AGTR1,3
CPB1,3
RP11-505J9.4,3
RP11-680B3.2,3
CPA3,3
RP11-464E15.2,3
GYG1,3
HLTF,3
RP11-464E15.4,3
RP11-464E15.5,3
HPS3,3
CP,3
CPHL1,3
RP11-206M11.7,3
TM4SF18,3
RP11-2G17.1,3
TM4SF1,3
RP11-278L15.1,3
RP11-278L15.2,3
RP11-167H9.1,3
RP11-278L15.3,3
RP11-278L15.7,3
RP11-278L15.4,3
TM4SF4,3
RP11-278L15.6,3
WWTR1,3
RNU6-1098P,3
RP11-255N4.3,3
RP11-255N4.2,3
COMMD2,3
ANKUB1,3
RNU6-507P,3
RNF13,3
RNU6-720P,3
RP11-651P23.6,3
PFN2,3
RP11-651P23.5,3
RP11-651P23.4,3
RP11-651P23.2,3
RP11-651P23.3,3
RP11-167H9.4,3
RP11-63E16.1,3
RP11-167H9.3,3
RP11-167H9.2,3
RP11-167H9.5,3
RP11-167H9.6,3
RP11-483E7.1,3
TSC22D2,3
SERP1,3
EIF2A,3
SELT,3
RP11-392O18.2,3
ERICH6,3
RP11-103G8.2,3
RP11-103G8.1,3
SIAH2,3
RP11-103G8.4,3
CLRN1OS,3
MINDY4B,3
RP11-166N6.3,3
RP11-166N6.2,3
CLRN1,3
RF02089,3
MED12L,3
RNA5SP145,3
GPR171,3
P2RY14,3
RP11-600P18.4,3
GPR87,3
P2RY13,3
P2RY12,3
IGSF10,3
RP11-312P21.1,3
RP11-312P21.2,3
MIR5186,3
RP11-454C18.1,3
AADACL2,3
RP11-454C18.2,3
RP11-64D22.1,3
RP11-64D22.2,3
RP11-64D22.5,3
AADAC,3
SUCNR1,3
RP11-246A10.1,3
MBNL1,3
MBNL1-AS1,3
TMEM14EP,3
RP11-362A9.3,3
RP11-788A4.1,3
RP11-38P22.3,3
P2RY1,3
RP11-529G21.4,3
RP11-529G21.3,3
RP11-529G21.2,3
RAP2B,3
RN7SL300P,3
RP11-292E2.1,3
RP11-292E2.2,3
RP11-23D24.2,3
RP11-292E2.4,3
RNU6-901P,3
C3orf79,3
RP11-217E22.5,3
RP11-217E22.1,3
RP11-217E22.2,3
ARHGEF26,3
DHX36,3
RP11-316N24.2,3
GPR149,3
RP11-785G3.1,3
RP11-656A15.1,3
CTD-2501O3.2,3
CTD-2501O3.3,3
CTD-2501O3.1,3
RP11-439C8.1,3
RP11-439C8.2,3
MME,3
RP11-270G15.2,3
RP11-451G4.1,3
RP11-451G4.2,3
RP11-451G4.3,3
RP11-451G4.4,3
PLCH1,3
RP11-639F1.1,3
RP11-639F1.2,3
RP11-639F1.3,3
RN7SL715P,3
RP11-117L15.1,3
RP11-117L15.3,3
RP11-100F22.1,3
RP11-674E16.4,3
RP11-674E16.1,3
C3orf33,3
RP11-674E16.5,3
SLC33A1,3
GMPS,3
RP11-111F10.2,3
AC067721.2,3
KCNAB1,3
RP11-111F10.3,3
RP11-294L13.1,3
RP11-118D22.3,3
RP11-118D22.4,3
RP11-53D5.1,3
RP11-305K5.1,3
SSR3,3
RP11-791I24.4,3
TIPARP,3
RP11-392A22.1,3
RP11-392A22.2,3
PA2G4P4,3
LEKR1,3
RP11-6F2.2,3
RP11-6F2.3,3
RN7SKP177,3
RP11-6F2.4,3
RP11-6F2.5,3
RP11-6F2.6,3
CCNL1,3
RP11-555M1.1,3
RP11-555M1.3,3
RNA5SP146,3
RP11-550I24.2,3
RP11-550I24.3,3
VEPH1,3
PTX3,3
PQLC2L,3
RN7SKP46,3
RP11-290K4.1,3
RP11-290K4.2,3
SHOX2,3
RSRC1,3
RP11-113A11.1,3
RP11-113A11.3,3
RP11-538P18.1,3
RP11-538P18.2,3
MLF1,3
RP11-79M21.2,3
RP11-79M21.3,3
GFM1,3
LXN,3
RP11-379F4.7,3
RP11-379F4.6,3
RARRES1,3
MFSD1,3
RP11-379F4.4,3
RP11-379F4.1,3
RP11-379F4.8,3
RP11-379F4.9,3
GPR79,3
RP11-170K4.2,3
IQCJ-SCHIP1,3
IQCJ,3
MIR3919,3
RP11-441M10.1,3
RP11-564C24.1,3
RP11-192K2.2,3
RNU2-31P,3
SCHIP1,3
CTD-2049J23.2,3
IL12A,3
CTD-2049J23.3,3
RP11-67F24.1,3
C3orf80,3
RP11-432B6.3,3
